"","GC026126","GC026129","GC026123","GC026124","GC026127","GC026130"
"SPEG",520,546,508,525,288,233
"SPEM1",0,0,0,0,0,0
"SPEN",846,1137,1177,809,723,692
"SPERT",0,0,0,0,1,3
"SPESP1",10,24,68,28,16,22
"SPG11",482,601,697,917,651,688
"SPG20",826,1420,1071,1523,983,1212
"SPG20-AS1",5,2,2,15,2,12
"SPG21",1185,1452,1171,1685,794,1019
"SPG7",1260,1128,1392,1261,843,623
"SPHAR",0,0,0,0,0,0
"SPHK1",290,445,219,43,4,2
"SPHK2",296,335,303,239,212,131
"SPHKAP",0,0,0,7,0,0
"SPI1",18,17,17,417,38,77
"SPIB",2,3,2,3,1,1
"SPIC",0,0,0,0,0,0
"SPICE1",125,127,155,117,82,102
"SPIDR",441,758,498,1048,383,553
"SPIN1",1303,1423,1331,2285,1244,1577
"SPIN2A",6,7,5,7,10,9
"SPIN2B",14,12,20,51,7,9
"SPIN3",55,61,61,69,53,41
"SPIN4",54,98,65,264,140,182
"SPIN4-AS1",0,0,0,0,0,0
"SPINK1",3,0,0,0,0,0
"SPINK13",0,0,0,0,0,0
"SPINK14",0,0,0,0,0,0
"SPINK2",0,0,0,2,0,0
"SPINK4",1,0,0,0,0,0
"SPINK5",2,1,0,0,0,0
"SPINK6",1,0,0,0,0,0
"SPINK7",5,0,0,0,0,0
"SPINK8",0,0,0,0,0,0
"SPINK9",1,2,0,2,2,0
"SPINT1",2495,3639,5865,4191,1614,1548
"SPINT2",3034,3307,4980,3128,1723,1766
"SPINT3",0,0,0,0,0,0
"SPINT4",0,0,0,0,0,0
"SPINT5P",0,0,0,0,0,0
"SPIRE1",324,371,261,318,159,145
"SPIRE2",183,267,259,216,140,119
"SPN",5,5,4,28,12,5
"SPNS1",8,10,13,21,14,3
"SPNS2",13,6,35,1,0,7
"SPNS3",1,1,0,3,0,0
"SPO11",0,0,0,0,0,0
"SPOCD1",25,19,17,48,19,7
"SPOCK1",3124,1949,4378,1703,2949,1431
"SPOCK2",1821,1501,2761,3223,616,1830
"SPOCK3",0,0,0,0,0,1
"SPON1",6609,11636,6342,3492,1044,1585
"SPON2",6,2,8,19,4,3
"SPOP",481,713,556,988,423,573
"SPOPL",113,149,104,253,143,195
"SPP1",104,44,218,6863,433,1820
"SPP2",1,2,0,4,1,0
"SPPL2A",745,679,535,753,311,462
"SPPL2B",519,560,528,547,392,184
"SPPL2C",0,0,0,0,0,0
"SPPL3",791,864,899,1054,590,624
"SPR",269,160,242,369,131,154
"SPRED1",602,920,611,778,485,722
"SPRED2",455,595,417,929,354,492
"SPRED3",105,196,48,66,44,32
"SPRN",0,1,0,0,0,0
"SPRR1A",5,1,1,5,61,5
"SPRR1B",50,4,1,3,23,3
"SPRR2A",51,7,0,6,3,1
"SPRR2B",0,0,0,0,1,0
"SPRR2C",0,0,0,0,0,0
"SPRR2D",18,5,0,0,1,0
"SPRR2E",6,1,0,0,0,0
"SPRR2F",1,0,0,0,0,0
"SPRR2G",0,0,0,0,0,0
"SPRR3",16,18,0,0,1,1
"SPRR4",0,0,0,5,0,0
"SPRTN",159,161,125,210,162,163
"SPRY1",1390,2485,1265,392,114,274
"SPRY2",1081,2404,898,758,496,600
"SPRY3",30,60,34,29,38,30
"SPRY4",508,845,231,658,763,365
"SPRY4-IT1",4,4,4,6,8,3
"SPRY4-IT1_1",0,0,0,0,0,0
"SPRY4-IT1_2",0,0,0,0,0,0
"SPRYD3",1652,1266,1481,1646,868,940
"SPRYD4",346,485,399,358,246,231
"SPRYD7",169,239,131,245,97,163
"SPSB1",567,486,556,102,99,85
"SPSB2",262,235,278,253,133,156
"SPSB3",686,598,671,789,463,471
"SPSB4",7,30,7,0,1,0
"SPTA1",30,106,17,9,11,13
"SPTAN1",3404,3493,5624,7383,4372,4721
"SPTB",1415,2407,2470,1387,1331,894
"SPTBN1",2098,2610,3332,5213,3308,3351
"SPTBN2",331,318,463,409,144,97
"SPTBN4",209,287,305,165,233,120
"SPTBN5",61,185,74,311,409,76
"SPTLC1",643,563,556,873,374,452
"SPTLC1P1",0,0,0,0,0,0
"SPTLC1P2",0,0,0,0,0,0
"SPTLC1P3",0,0,0,0,0,0
"SPTLC1P4",0,0,0,0,0,0
"SPTLC1P5",0,0,0,0,0,0
"SPTLC2",661,676,844,882,1142,857
"SPTLC3",58,31,41,88,38,126
"SPTSSA",477,683,408,1039,419,894
"SPTSSB",28,37,52,28,11,17
"SPTY2D1",380,574,410,336,268,285
"SPTY2D1-AS1",12,33,19,36,12,3
"SPX",23,30,24,42,8,18
"SPZ1",0,0,0,0,0,0
"SQLE",901,1453,747,1446,659,704
"SQRDL",923,990,708,402,104,159
"SQSTM1",7876,7520,11735,5961,2726,2919
"SQSTM1P1",0,0,0,0,0,0
"SRA1",928,968,702,921,387,448
"SRBD1",96,150,145,245,163,192
"SRC",599,632,551,563,256,230
"SRCAP",82,108,122,91,135,93
"SRCIN1",22,38,46,3,9,1
"SRD5A1",97,85,111,172,55,103
"SRD5A1P1",0,0,0,0,0,0
"SRD5A2",3,2,1,52,4,0
"SRD5A3",97,72,106,86,75,83
"SRD5A3-AS1",14,3,13,22,7,13
"SRD5A3P1",0,0,0,0,0,0
"SREBF1",1333,654,2945,2706,1393,1008
"SREBF2",2028,2197,2208,2986,1768,1573
"SREK1",820,843,784,865,767,670
"SREK1IP1",252,287,197,424,243,321
"SRF",465,538,359,670,619,302
"SRFBP1",79,107,95,160,101,125
"SRGAP1",59,23,44,140,37,146
"SRGAP2",470,315,531,1475,1048,1146
"SRGAP2-AS1",0,0,0,0,0,0
"SRGAP2B",54,44,36,86,82,109
"SRGAP2C",37,36,10,112,134,127
"SRGAP2D",0,0,0,0,0,0
"SRGAP3",121,100,450,231,147,115
"SRGAP3-AS1",0,0,0,0,0,0
"SRGAP3-AS2",0,0,0,0,0,0
"SRGAP3-AS3",0,0,0,0,0,0
"SRGAP3-AS4",0,0,1,4,2,6
"SRGN",683,459,803,900,97,220
"SRGNP1",0,0,0,0,0,0
"SRI",991,1225,1041,1824,466,990
"SRIP1",0,0,0,0,0,0
"SRIP2",0,0,0,0,0,0
"SRIP3",0,0,0,0,0,0
"SRL",1,3,3,4,7,0
"SRM",1467,1402,1151,1007,419,513
"SRMP1",0,0,0,0,0,0
"SRMP2",0,0,0,0,0,0
"SRMS",0,0,0,0,0,0
"SRP14",3058,3034,2871,3101,1406,1843
"SRP14-AS1",83,122,95,167,55,71
"SRP19",113,90,67,143,45,95
"SRP54",795,862,690,915,480,638
"SRP54-AS1",7,6,9,6,5,1
"SRP68",1139,1093,1163,1304,495,644
"SRP68P1",0,0,0,0,0,0
"SRP68P2",0,0,0,0,0,0
"SRP68P3",0,0,0,0,0,0
"SRP72",1458,1559,1303,1353,908,1014
"SRP72P1",0,1,0,0,0,0
"SRP72P2",0,0,0,0,0,0
"SRP9",1354,1635,1173,2046,795,1544
"SRP9P1",0,0,0,0,0,0
"SRPK1",645,835,545,677,360,544
"SRPK2",371,370,375,511,255,265
"SRPK2P",0,0,0,0,0,0
"SRPK3",5,0,0,0,0,0
"SRPR",2808,3394,2917,2874,1476,1573
"SRPRB",682,582,606,738,379,478
"SRPX",33,19,22,45,70,16
"SRPX2",1912,3175,3119,1962,789,1127
"SRR",215,177,225,356,142,133
"SRRD",295,261,311,285,173,154
"SRRM1",838,1064,966,1237,684,664
"SRRM1P2",0,0,0,0,0,0
"SRRM1P3",0,0,1,0,0,0
"SRRM2",4266,4571,6036,5249,4056,2575
"SRRM2-AS1",32,28,17,8,11,8
"SRRM3",22,13,8,41,10,11
"SRRM4",0,3,0,0,0,0
"SRRM5",5,8,8,16,8,6
"SRRT",1162,1501,977,1585,933,837
"SRSF1",1128,1421,1122,2162,1001,1134
"SRSF10",608,691,566,1212,504,701
"SRSF10P1",0,0,0,0,0,0
"SRSF11",1752,1747,1837,2458,1276,1531
"SRSF12",48,54,36,41,5,21
"SRSF1P1",0,0,0,0,0,0
"SRSF2",2068,1942,1590,2263,1259,1518
"SRSF3",1511,1695,1316,2485,984,1232
"SRSF4",591,606,566,1122,503,588
"SRSF5",3027,3099,2777,3611,1732,1478
"SRSF6",1554,2041,1563,2849,1362,1391
"SRSF7",809,867,774,1216,465,625
"SRSF8",935,1063,874,1212,603,784
"SRSF9",1498,1842,1511,1804,816,1056
"SRSF9P1",0,0,0,0,0,0
"SRXN1",23,10,16,4,6,4
"SRY",0,0,1,0,0,0
"SS18",1189,1527,1110,1595,1028,1228
"SS18L1",234,359,258,479,289,303
"SS18L2",152,166,168,180,92,114
"SS18L2P1",0,0,0,0,0,0
"SS18L2P2",0,0,0,0,0,0
"SSB",952,1149,821,1663,721,1280
"SSBP1",846,810,636,809,361,529
"SSBP2",164,242,181,223,136,192
"SSBP3",1434,1439,1470,1184,539,786
"SSBP3-AS1",1,7,0,0,0,0
"SSBP4",684,912,736,988,466,311
"SSC4D",70,45,24,29,30,17
"SSC5D",124,84,224,121,69,52
"SSFA2",958,1045,908,1215,655,856
"SSH1",3504,4302,3648,2638,1291,1599
"SSH2",213,174,233,548,177,208
"SSH3",853,1021,1112,791,496,423
"SSMEM1",0,0,0,0,0,0
"SSNA1",490,497,451,482,193,215
"SSPN",86,86,118,328,101,223
"SSPO",102,69,187,64,72,30
"SSR1",2114,2122,2295,2148,1019,1431
"SSR1P1",0,0,0,0,0,0
"SSR1P2",0,0,0,0,0,0
"SSR2",1865,2048,1827,2231,938,1029
"SSR3",1829,1809,1667,2548,1322,1652
"SSR4",2053,2646,2440,1948,997,886
"SSR4P1",110,101,101,25,31,24
"SSRP1",2112,2620,2112,1879,932,1239
"SSSCA1",223,246,201,210,124,151
"SSSCA1-AS1",6,12,11,21,11,13
"SST",0,0,0,0,0,0
"SSTR1",0,0,0,0,0,0
"SSTR2",4,6,6,4,2,2
"SSTR3",0,0,0,0,0,0
"SSTR4",0,0,0,3,0,0
"SSTR5",0,0,0,0,0,0
"SSTR5-AS1",0,0,1,0,0,0
"SSU72",1380,1875,1479,1338,745,981
"SSU72P1",0,0,0,0,0,0
"SSU72P2",0,0,0,0,0,0
"SSU72P3",0,0,0,0,0,0
"SSU72P4",0,0,0,0,0,0
"SSU72P5",0,0,0,0,0,0
"SSU72P6",0,0,0,0,0,0
"SSU72P7",0,0,0,0,0,0
"SSU72P8",0,0,0,0,0,0
"SSUH2",4,4,2,0,0,4
"SSX1",0,0,0,0,0,0
"SSX2",0,0,0,0,0,0
"SSX2B",0,0,0,0,0,0
"SSX2IP",256,331,253,235,100,200
"SSX3",0,0,0,0,0,0
"SSX4",0,0,0,0,0,0
"SSX4B",0,0,0,0,0,0
"SSX5",0,0,0,0,0,0
"SSX6",0,0,0,0,0,0
"SSX7",0,0,0,0,0,0
"SSX8",0,0,0,0,0,0
"SSX9",0,0,0,0,0,0
"SSXP1",0,0,0,0,0,0
"SSXP10",0,0,0,0,0,0
"SSXP3",0,0,0,0,0,0
"SSXP4",0,0,0,0,0,0
"SSXP5",0,0,0,0,0,0
"SSXP9",0,0,0,0,0,0
"ST13",3629,4637,3761,4926,2602,3121
"ST13P10",0,0,0,0,0,0
"ST13P11",0,0,0,0,0,0
"ST13P12",0,0,0,0,0,0
"ST13P13",1,0,0,0,0,0
"ST13P14",0,0,0,0,0,0
"ST13P15",2,0,0,3,0,0
"ST13P16",0,0,0,0,0,0
"ST13P18",2,2,1,0,1,0
"ST13P19",0,1,0,0,0,0
"ST13P2",1,0,0,0,0,0
"ST13P20",0,0,0,0,0,0
"ST13P21",0,0,0,0,0,0
"ST13P3",0,1,0,0,0,1
"ST13P4",0,4,5,0,1,1
"ST13P5",0,2,1,0,4,1
"ST13P6",2,1,4,1,0,0
"ST14",17,7,4,15,7,5
"ST18",3,0,0,2,0,0
"ST20",28,17,21,28,11,9
"ST20-AS1",119,98,74,72,28,22
"ST20-MTHFS",3,3,1,1,0,0
"ST3GAL1",592,1235,1006,315,81,78
"ST3GAL1P1",0,0,0,0,0,0
"ST3GAL2",367,362,397,350,209,162
"ST3GAL3",458,507,430,592,322,289
"ST3GAL4",351,150,263,161,54,51
"ST3GAL4-AS1",5,4,9,0,1,0
"ST3GAL5",407,550,342,906,269,257
"ST3GAL5-AS1",8,10,3,3,7,10
"ST3GAL6",2,5,3,47,2,2
"ST3GAL6-AS1",0,0,0,0,0,0
"ST5",5784,4899,5573,2215,1090,977
"ST6GAL1",253,188,295,569,44,128
"ST6GAL2",301,128,329,312,750,675
"ST6GAL2-IT1",0,0,0,0,0,0
"ST6GALNAC1",0,1,0,0,0,0
"ST6GALNAC2",242,368,387,104,75,52
"ST6GALNAC2P1",0,0,0,0,0,0
"ST6GALNAC3",3,2,2,9,2,8
"ST6GALNAC4",325,269,282,214,180,130
"ST6GALNAC4P1",0,1,2,0,0,0
"ST6GALNAC5",0,0,0,28,4,4
"ST6GALNAC6",1500,1630,1855,1224,638,847
"ST7",281,298,310,504,221,282
"ST7-AS1",66,58,54,5,13,14
"ST7-AS1_1",0,0,0,0,0,0
"ST7-AS1_2",0,0,0,0,0,0
"ST7-AS2",0,0,0,0,0,0
"ST7-AS2_1",0,0,0,0,0,0
"ST7-OT3_1",0,0,0,0,0,0
"ST7-OT3_2",0,0,0,0,0,0
"ST7-OT3_3",0,0,0,0,0,0
"ST7-OT4",0,0,0,0,1,0
"ST7-OT4_1",0,0,0,0,0,0
"ST7-OT4_2",0,0,0,0,0,0
"ST7-OT4_3",0,0,0,0,0,0
"ST7-OT4_4",0,0,0,0,0,0
"ST7L",142,169,199,163,128,173
"ST8SIA1",1,0,1,4,0,2
"ST8SIA2",0,0,0,1,0,0
"ST8SIA3",0,0,0,0,0,0
"ST8SIA4",1,1,4,52,5,25
"ST8SIA5",1910,2637,2738,109,341,265
"ST8SIA6",1,0,3,2,0,0
"ST8SIA6-AS1",1,1,2,4,3,0
"STAB1",404,216,325,2077,151,306
"STAB2",0,0,0,0,0,0
"STAC",1,0,0,0,0,0
"STAC2",38,317,258,14,4,1
"STAC3",16,37,24,47,21,21
"STAG1",614,768,747,605,364,589
"STAG2",696,1026,829,1184,618,953
"STAG3",31,21,38,38,38,21
"STAG3L1",19,44,33,16,16,9
"STAG3L2",51,53,60,37,58,31
"STAG3L3",42,49,78,45,59,33
"STAG3L4",114,113,129,192,112,176
"STAG3L5P",36,64,54,84,70,61
"STAG3L5P-PVRIG2P-PILRB",2,3,1,12,11,11
"STAM",258,248,236,490,238,302
"STAM-AS1",2,2,6,1,5,2
"STAM2",320,337,372,674,436,592
"STAMBP",443,374,423,704,347,362
"STAMBPL1",64,166,72,150,50,59
"STAP1",0,0,0,0,0,0
"STAP2",440,395,487,286,158,213
"STAR",5,2,2,0,0,0
"STARD10",919,721,938,502,209,234
"STARD13",271,320,471,393,344,368
"STARD13-AS",0,0,0,0,0,0
"STARD13-IT1",0,0,0,0,0,0
"STARD3",819,691,831,614,448,308
"STARD3NL",290,377,327,458,201,268
"STARD4",222,373,393,1438,397,785
"STARD4-AS1",14,5,4,1,11,12
"STARD5",27,23,46,156,97,106
"STARD6",10,6,13,0,0,1
"STARD7",1905,1960,1712,1705,1204,1234
"STARD7-AS1",97,97,89,88,63,46
"STARD8",4,8,4,50,3,9
"STARD9",169,179,256,138,111,65
"STARP1",0,0,0,0,0,0
"STAT1",1968,2445,3066,2723,765,1748
"STAT2",1807,1635,1894,1858,808,891
"STAT3",6918,9248,6922,5371,2426,2609
"STAT4",43,28,44,77,20,40
"STAT5A",570,675,511,718,239,269
"STAT5B",884,1033,771,1373,667,719
"STAT6",1534,2816,2165,1894,778,862
"STATH",1,0,0,0,0,0
"STAU1",2004,2250,1874,1991,952,1265
"STAU2",534,831,528,718,405,654
"STAU2-AS1",3,9,9,0,1,1
"STBD1",6,24,10,6,2,3
"STC1",11674,5041,3483,428,315,353
"STC2",2416,7197,9952,999,106,350
"STEAP1",1,1,0,3,1,2
"STEAP1B",0,0,0,0,0,1
"STEAP2",130,128,168,223,94,116
"STEAP2-AS1",0,0,0,0,2,0
"STEAP3",170,58,180,278,66,60
"STEAP3-AS1",0,1,1,0,0,0
"STEAP4",2264,2736,4594,104,1,34
"STH",0,0,0,0,0,0
"STIL",62,67,44,58,51,58
"STIM1",1346,1559,1808,2269,1618,1440
"STIM2",198,249,200,331,181,168
"STIP1",1383,1830,1391,1642,1026,1033
"STIP1P3",1,0,0,0,0,0
"STK10",587,888,624,602,358,337
"STK11",1017,1031,1082,959,631,538
"STK11IP",214,260,228,437,279,186
"STK16",844,899,842,617,416,383
"STK17A",176,256,179,858,457,387
"STK17B",70,80,54,201,57,60
"STK19",358,468,358,273,146,145
"STK19B",0,0,1,0,2,0
"STK24",1527,984,1936,1422,477,726
"STK24-AS1",11,14,9,6,3,2
"STK24P1",4,4,4,7,0,3
"STK25",1073,1106,1203,1414,757,746
"STK25P1",3,0,4,2,0,0
"STK26",22,31,9,16,12,17
"STK3",279,289,251,269,187,254
"STK31",16,40,25,92,50,90
"STK32A",34,37,64,158,44,53
"STK32B",1106,1622,2058,1561,565,1097
"STK32C",98,96,102,67,31,21
"STK33",149,103,138,328,95,99
"STK33P1",0,0,0,0,0,0
"STK35",1703,3108,2627,2613,1707,1802
"STK36",367,418,372,517,349,200
"STK38",558,674,566,1046,518,657
"STK38L",435,422,450,716,358,514
"STK39",252,355,229,716,308,377
"STK4",350,370,312,416,294,307
"STK4-AS1",4,2,10,10,4,2
"STK40",691,766,546,812,448,288
"STKLD1",30,61,55,80,51,49
"STMN1",343,284,280,524,53,203
"STMN1P1",0,0,0,0,0,1
"STMN1P2",0,0,0,0,0,0
"STMN2",0,1,0,54,0,0
"STMN3",801,1127,1200,914,315,370
"STMN4",4,1,0,6,1,4
"STMND1",0,1,0,0,0,0
"STOM",4295,4383,5886,3121,1255,2230
"STOML1",404,228,369,284,244,215
"STOML2",1154,1177,991,969,503,474
"STOML3",0,1,1,5,2,2
"STON1",45,28,39,53,9,21
"STON1-GTF2A1L",0,0,0,0,0,0
"STON2",828,1204,1328,2564,1090,1362
"STOX1",6,10,8,37,7,5
"STOX2",184,240,207,334,125,194
"STPG1",119,221,237,127,98,88
"STPG2",3,2,4,1,2,3
"STPG2-AS1",0,0,0,0,0,0
"STRA13",385,271,236,331,226,179
"STRA6",16,17,9,127,8,3
"STRA8",0,0,0,0,0,0
"STRADA",107,54,82,108,52,31
"STRADB",265,263,263,220,96,119
"STRADBP1",0,0,0,0,0,1
"STRAP",2182,2280,1815,2229,1045,1346
"STRBP",452,440,478,551,358,529
"STRC",26,34,42,5,29,19
"STRCP1",6,3,10,5,0,1
"STRIP1",634,647,593,758,518,457
"STRIP2",8,5,7,13,3,4
"STRN",196,215,198,257,230,269
"STRN3",294,413,279,470,274,388
"STRN4",859,1147,928,1087,646,585
"STS",501,407,278,261,271,344
"STSP1",0,0,0,0,0,0
"STT3A",1729,2011,2240,2207,1104,1292
"STT3A-AS1",0,1,0,0,0,0
"STT3B",1386,1308,1590,1422,754,1022
"STUB1",1324,1427,1405,1615,860,803
"STX10",562,436,516,596,300,271
"STX11",37,59,48,33,63,32
"STX12",487,566,493,727,412,536
"STX16",834,768,649,851,433,525
"STX16-NPEPL1",9,15,11,14,10,10
"STX17",237,281,263,193,190,160
"STX17-AS1",13,12,14,1,6,11
"STX18",292,280,277,439,243,274
"STX18-AS1",46,42,68,30,64,40
"STX18-IT1",0,0,1,0,0,0
"STX19",0,0,1,0,0,3
"STX1A",35,56,36,50,29,27
"STX1B",146,214,165,74,27,19
"STX2",251,281,187,445,176,261
"STX3",295,250,311,416,94,187
"STX4",670,844,580,657,309,322
"STX5",796,783,717,855,379,441
"STX6",205,234,227,522,267,298
"STX7",614,769,751,1325,553,938
"STX8",364,335,362,531,199,237
"STX8P1",0,0,0,0,0,0
"STXBP1",648,1182,868,892,483,588
"STXBP2",419,507,518,411,193,119
"STXBP3",413,519,371,635,374,544
"STXBP4",95,141,107,152,133,132
"STXBP5",400,544,347,228,161,221
"STXBP5-AS1",24,29,15,6,8,5
"STXBP5L",13,29,4,18,2,9
"STXBP6",0,0,0,33,0,0
"STYK1",0,0,0,0,1,0
"STYX",155,137,123,218,113,151
"STYXL1",213,314,348,367,161,212
"SUB1",661,624,510,1130,433,672
"SUB1P1",0,0,0,0,0,0
"SUB1P2",0,0,0,0,0,0
"SUB1P3",0,0,0,0,0,0
"SUB1P4",0,0,0,0,0,0
"SUCLA2",387,555,421,698,399,550
"SUCLA2-AS1",1,4,5,2,0,0
"SUCLA2P1",0,0,0,0,0,0
"SUCLA2P2",0,0,0,0,0,0
"SUCLA2P3",0,0,0,0,0,0
"SUCLG1",1041,865,880,1455,839,883
"SUCLG2",709,646,662,885,528,551
"SUCLG2-AS1",20,35,36,25,21,33
"SUCLG2P2",0,0,0,0,0,0
"SUCLG2P4",0,0,0,0,0,0
"SUCNR1",0,0,0,3,0,1
"SUCO",1733,2390,2136,3214,4372,3284
"SUDS3",407,448,412,639,452,499
"SUDS3P1",0,1,0,4,0,0
"SUFU",533,542,593,707,304,278
"SUGCT",105,85,103,120,40,56
"SUGP1",456,492,466,606,353,283
"SUGP2",1260,1340,1497,1561,1062,1099
"SUGT1",375,401,278,460,313,427
"SUGT1P",6,1,3,7,4,4
"SUGT1P2",0,0,0,0,0,0
"SUGT1P3",2,5,6,1,6,3
"SULF1",10862,15962,20611,31599,21230,22814
"SULF2",18883,16747,32324,30392,10209,17550
"SULT1A1",483,472,529,833,521,495
"SULT1A2",54,97,62,102,108,96
"SULT1A3",16,12,8,13,6,1
"SULT1A4",0,0,0,0,0,0
"SULT1B1",1,3,6,0,1,5
"SULT1C2",9,7,8,2,3,2
"SULT1C2P1",0,0,0,0,0,0
"SULT1C2P2",0,0,0,0,0,0
"SULT1C3",0,0,0,0,0,0
"SULT1C4",41,97,110,108,84,103
"SULT1D1P",0,0,0,0,0,0
"SULT1E1",0,0,1,1,0,0
"SULT2A1",2,2,2,0,2,2
"SULT2B1",7,3,1,7,4,2
"SULT4A1",5,1,1,19,14,3
"SULT6B1",0,0,0,0,0,0
"SUMF1",900,939,1481,1824,616,719
"SUMF2",2039,2073,2735,2394,804,1123
"SUMO1",941,861,732,1554,579,1010
"SUMO1P1",0,0,0,0,0,0
"SUMO1P2",0,1,0,0,0,0
"SUMO1P3",1,1,2,5,0,1
"SUMO1P4",0,1,0,0,0,0
"SUMO2",902,1076,785,1733,651,1060
"SUMO2P1",0,0,0,0,0,0
"SUMO2P10",0,0,0,0,0,0
"SUMO2P12",0,0,0,0,0,0
"SUMO2P13",0,0,0,0,0,0
"SUMO2P14",0,0,0,0,0,0
"SUMO2P15",0,0,0,0,0,0
"SUMO2P16",0,0,0,0,0,0
"SUMO2P17",0,1,2,0,0,2
"SUMO2P18",0,0,0,0,0,0
"SUMO2P19",0,0,0,0,0,0
"SUMO2P2",0,0,0,0,0,0
"SUMO2P20",0,0,0,0,0,0
"SUMO2P3",0,0,2,0,0,0
"SUMO2P4",0,0,0,0,0,0
"SUMO2P5",0,0,0,0,0,0
"SUMO2P6",0,0,0,0,0,3
"SUMO2P7",0,0,0,0,0,0
"SUMO2P8",0,0,0,0,0,0
"SUMO3",953,689,933,986,447,620
"SUMO4",0,1,0,2,0,0
"SUN1",2343,3054,3370,2934,2032,2096
"SUN2",1914,2289,2726,1367,630,615
"SUN3",1,1,1,0,2,0
"SUN5",0,0,0,0,0,0
"SUOX",601,658,575,1016,757,742
"SUPT16H",1569,1897,1764,2171,1213,1393
"SUPT16HP1",2,9,7,1,2,5
"SUPT20H",397,429,436,553,311,279
"SUPT20HL1",3,0,0,0,0,0
"SUPT20HL2",0,0,0,0,0,0
"SUPT3H",45,63,66,135,79,130
"SUPT4H1",795,763,718,909,388,497
"SUPT4H1P1",0,0,0,0,0,0
"SUPT4H1P2",0,0,0,0,0,0
"SUPT5H",1969,2286,2206,1599,992,874
"SUPT6H",2713,3296,3231,2190,1507,1145
"SUPT7L",651,697,624,986,524,566
"SUPV3L1",318,271,262,356,253,174
"SURF1",858,1179,1203,795,461,474
"SURF2",325,303,290,367,186,152
"SURF4",3724,3639,3822,3038,1340,1417
"SURF6",696,819,627,722,499,470
"SURF6P1",0,0,0,0,0,0
"SUSD1",49,44,114,103,31,50
"SUSD2",362,418,1396,1424,1104,238
"SUSD3",6,3,6,57,6,37
"SUSD4",10,6,9,2,3,0
"SUSD5",36,223,27,34,19,27
"SUSD6",3495,3706,3391,1446,635,641
"SUV39H1",153,145,166,141,82,60
"SUV39H2",50,50,31,84,54,54
"SUV420H1",342,409,354,574,383,445
"SUV420H2",192,196,269,225,133,104
"SUZ12",238,262,280,348,186,315
"SUZ12P1",51,84,61,81,38,42
"SV2A",847,802,810,581,512,426
"SV2B",2,0,2,21,1,7
"SV2C",0,1,1,11,2,1
"SVBP",207,290,230,376,156,225
"SVEP1",5875,6481,9029,10838,6454,6954
"SVIL",1183,1497,1105,546,145,666
"SVIL-AS1",153,322,206,297,159,190
"SVILP1",11,12,5,0,2,0
"SVIP",437,436,319,425,292,371
"SVOP",1,3,1,8,5,5
"SVOPL",3,4,3,20,20,20
"SWAP70",417,580,516,976,419,654
"SWI5",500,598,459,372,219,241
"SWSAP1",57,96,84,54,44,62
"SWT1",58,68,66,119,40,82
"SYAP1",1111,1140,517,870,630,853
"SYBU",5,9,4,9,3,3
"SYCE1",4,6,9,0,4,2
"SYCE1L",57,47,30,39,28,21
"SYCE2",24,24,16,19,8,2
"SYCE3",9,1,0,5,2,3
"SYCN",0,0,0,0,0,0
"SYCP1",1,0,0,0,1,0
"SYCP2",15,15,26,18,17,10
"SYCP2L",7,7,10,6,4,10
"SYCP3",0,2,2,0,2,1
"SYDE1",1279,2146,1528,1814,1066,901
"SYDE2",80,79,111,122,105,88
"SYF2",630,789,671,856,437,529
"SYF2P1",0,0,0,0,0,0
"SYF2P2",0,0,0,0,0,0
"SYK",8,5,3,275,16,54
"SYMPK",774,1119,894,1203,640,521
"SYN1",91,207,84,48,26,17
"SYN2",81,78,68,35,21,10
"SYN3",5,3,3,4,1,3
"SYNC",1558,2164,1318,642,334,498
"SYNCRIP",747,1163,705,1367,629,875
"SYNDIG1",71,44,62,9,4,2
"SYNDIG1L",5,5,15,16,6,14
"SYNE1",2037,1569,2951,2389,1370,1774
"SYNE1-AS1",0,0,1,2,0,4
"SYNE2",2328,5128,3111,1998,1903,1526
"SYNE3",681,879,1007,157,287,145
"SYNE4",265,310,312,389,177,194
"SYNGAP1",339,668,489,627,486,342
"SYNGR1",1413,1366,1891,1707,965,1004
"SYNGR2",1593,1527,2405,1021,732,532
"SYNGR3",397,219,508,194,237,170
"SYNGR4",0,1,1,0,0,2
"SYNJ1",1666,2023,1837,2862,2632,2103
"SYNJ2",185,335,345,307,94,81
"SYNJ2-IT1",0,0,0,0,0,0
"SYNJ2BP",521,519,445,850,696,709
"SYNJ2BP-COX16",0,0,0,0,0,0
"SYNM",494,826,691,256,242,118
"SYNPO",3015,4212,4411,5889,2153,2218
"SYNPO2",12,19,14,13,5,18
"SYNPO2L",2,2,3,3,2,1
"SYNPR",0,0,0,0,0,0
"SYNPR-AS1",0,0,0,0,0,0
"SYNRG",657,781,988,897,754,623
"SYP",19,36,24,31,25,21
"SYP-AS1",0,1,0,0,0,0
"SYPL1",790,709,834,958,426,660
"SYPL2",69,79,58,106,27,46
"SYS1",516,636,666,682,384,416
"SYS1-DBNDD2",0,0,0,0,0,0
"SYT1",0,0,0,6,2,2
"SYT10",0,0,0,0,0,0
"SYT11",860,795,910,2083,834,1386
"SYT12",104,251,37,51,20,16
"SYT13",538,254,675,630,770,956
"SYT14",4,1,1,6,3,3
"SYT14P1",0,0,0,0,0,0
"SYT15",14,14,7,45,33,20
"SYT16",39,38,24,30,47,17
